Enhetsnamn;Årskurs;Kön;Skolform;År;Månad;Total schemalagd tid;Närvarande;Total frånvaro;Giltig frånvaro;Ogiltig frånvaro;Ej registrerad
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2025;10;4895;3865;0;0;0;1030
Karl Johansskolan F-6;4;Flicka;Grundskola;2025;10;160230;130950;10170;10070;100;19110
Karl Johansskolan F-6;4;Pojke;Grundskola;2025;10;221135;181509;13891;13875;16;25735
Karl Johansskolan F-6;4;Flicka;Grundskola;2025;11;175460;110562;8718;8595;123;56180
Karl Johansskolan F-6;4;Pojke;Grundskola;2025;11;245425;156615;12595;12480;115;76215
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2025;11;5365;1985;105;85;20;3275
Karl Johansskolan F-6;4;Pojke;Grundskola;2025;12;176340;109235;12135;11930;205;54970
Karl Johansskolan F-6;4;Flicka;Grundskola;2025;12;125925;80421;5614;5600;14;39890
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2025;12;3825;1435;0;0;0;2390
Karl Johansskolan F-6;4;Pojke;Grundskola;2026;1;198345;176478;17442;17205;237;4425
Karl Johansskolan F-6;4;Flicka;Grundskola;2026;1;141465;126156;12554;12530;24;2755
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2026;1;4275;1910;1720;1520;200;645
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2026;2;3545;1775;0;0;0;1770
Karl Johansskolan F-6;4;Flicka;Grundskola;2026;2;117560;80045;12450;12285;165;25065
Karl Johansskolan F-6;4;Pojke;Grundskola;2026;2;164975;111239;17776;17575;201;35960
Karl Johansskolan F-6;4;Flicka;Grundskola;2026;3;159215;96913;10562;10470;92;51740
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2026;3;4810;1425;0;0;0;3385
Karl Johansskolan F-6;4;Pojke;Grundskola;2026;3;226870;138402;15683;15320;363;72785
Karl Johansskolan F-6;4;Pojke;Anpassad grundskola;2026;4;545;75;0;0;0;470
Karl Johansskolan F-6;4;Pojke;Grundskola;2026;4;24880;11300;605;525;80;12975
Karl Johansskolan F-6;4;Flicka;Grundskola;2026;4;17250;7475;1190;1190;0;8585
Karl Johansskolan F-6;5;Pojke;Grundskola;2025;8;122710;108977;7443;6925;518;6290
Karl Johansskolan F-6;5;Flicka;Grundskola;2025;8;109460;98205;5525;5175;350;5730
Karl Johansskolan F-6;5;Flicka;Grundskola;2025;9;237560;210870;24510;24040;470;2180
Karl Johansskolan F-6;5;Pojke;Grundskola;2025;9;264945;235345;27180;26800;380;2420
Karl Johansskolan F-6;5;Flicka;Grundskola;2025;10;214755;189820;12045;11452;593;12890
Karl Johansskolan F-6;5;Pojke;Grundskola;2025;10;240640;207633;17837;16775;1062;15170
Karl Johansskolan F-6;5;Flicka;Grundskola;2025;11;235450;211355;17030;16685;345;7065
Karl Johansskolan F-6;5;Pojke;Grundskola;2025;11;266680;238992;20738;20275;463;6950
Karl Johansskolan F-6;5;Flicka;Grundskola;2025;12;169110;151958;8127;8040;87;9025
Karl Johansskolan F-6;5;Pojke;Grundskola;2025;12;191985;166418;14522;14155;367;11045
Karl Johansskolan F-6;5;Flicka;Grundskola;2026;1;190195;154743;16087;15775;312;19365
Karl Johansskolan F-6;5;Pojke;Grundskola;2026;1;216465;169080;20415;19970;445;26970
Karl Johansskolan F-6;5;Pojke;Grundskola;2026;2;178840;137690;23030;22875;155;18120
Karl Johansskolan F-6;5;Flicka;Grundskola;2026;2;157640;120680;23170;22960;210;13790
Karl Johansskolan F-6;5;Flicka;Grundskola;2026;3;215025;189486;17229;16760;469;8310
Karl Johansskolan F-6;5;Pojke;Grundskola;2026;3;248165;216991;22229;21915;314;8945
Karl Johansskolan F-6;5;Pojke;Grundskola;2026;4;26410;21685;3170;2920;250;1555
Karl Johansskolan F-6;5;Flicka;Grundskola;2026;4;22890;20920;1160;1155;5;810
Karl Johansskolan F-6;6;Pojke;Grundskola;2025;8;129275;114365;10635;10330;305;4275
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2025;8;1465;240;90;0;90;1135
Karl Johansskolan F-6;6;Flicka;Grundskola;2025;8;101045;87625;10265;7200;3065;3155
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2025;9;6400;3160;495;495;0;2745
Karl Johansskolan F-6;6;Flicka;Grundskola;2025;9;219405;182176;33594;28725;4869;3635
Karl Johansskolan F-6;6;Pojke;Grundskola;2025;9;278750;246668;27837;25325;2512;4245
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2025;10;5305;3195;1570;1570;0;540
Karl Johansskolan F-6;6;Pojke;Grundskola;2025;10;251280;224857;19903;17667;2236;6520
Karl Johansskolan F-6;6;Flicka;Grundskola;2025;10;196750;173470;18460;13175;5285;4820
Karl Johansskolan F-6;6;Flicka;Grundskola;2025;11;217600;186937;23108;18027;5081;7555
Karl Johansskolan F-6;6;Pojke;Grundskola;2025;11;276135;243219;22661;19532;3129;10255
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2025;11;5725;4125;555;555;0;1045
Karl Johansskolan F-6;6;Flicka;Grundskola;2025;12;155170;133658;18877;13730;5147;2635
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2025;12;3430;2110;1105;965;140;215
Karl Johansskolan F-6;6;Pojke;Grundskola;2025;12;197470;175414;17681;15065;2616;4375
Karl Johansskolan F-6;6;Pojke;Grundskola;2026;1;221910;192856;20959;17335;3624;8095
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2026;1;3855;2410;1050;1050;0;395
Karl Johansskolan F-6;6;Flicka;Grundskola;2026;1;173750;143370;23825;18515;5310;6555
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2026;2;3410;1435;1425;1425;0;550
Karl Johansskolan F-6;6;Pojke;Grundskola;2026;2;187420;153809;22631;19574;3057;10980
Karl Johansskolan F-6;6;Flicka;Grundskola;2026;2;147090;114108;24102;20423;3679;8880
Karl Johansskolan F-6;6;Pojke;Grundskola;2026;3;252015;219567;27018;22460;4558;5430
Karl Johansskolan F-6;6;Flicka;Grundskola;2026;3;197245;169608;24852;20422;4430;2785
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2026;3;4305;2695;1330;1270;60;280
Karl Johansskolan F-6;6;Flicka;Grundskola;2026;4;20165;16825;2400;1945;455;940
Karl Johansskolan F-6;6;Pojke;Grundskola;2026;4;26185;23085;1860;1405;455;1240
Karl Johansskolan F-6;6;Pojke;Anpassad grundskola;2026;4;390;155;155;155;0;80
Klarebergsskolan F-9;0;Flicka;Grundskola;2025;8;95200;89680;4020;3845;175;1500
Klarebergsskolan F-9;0;Pojke;Grundskola;2025;8;135525;125895;7530;7380;150;2100
Klarebergsskolan F-9;0;Flicka;Grundskola;2025;9;199710;192823;5087;4585;502;1800
Klarebergsskolan F-9;0;Pojke;Grundskola;2025;9;284295;268453;13322;12410;912;2520
Klarebergsskolan F-9;0;Pojke;Grundskola;2025;10;257750;237440;16530;16075;455;3780
Klarebergsskolan F-9;0;Flicka;Grundskola;2025;10;181030;168155;10175;10120;55;2700
Klarebergsskolan F-9;0;Pojke;Grundskola;2025;11;282420;261384;10956;10555;401;10080
Klarebergsskolan F-9;0;Flicka;Grundskola;2025;11;203240;184827;10493;10420;73;7920
Klarebergsskolan F-9;0;Pojke;Grundskola;2025;12;201555;183843;15912;15610;302;1800
Klarebergsskolan F-9;0;Flicka;Grundskola;2025;12;145050;135962;7948;7755;193;1140
Klarebergsskolan F-9;0;Flicka;Grundskola;2026;1;168635;155095;13540;13430;110;0
Klarebergsskolan F-9;0;Pojke;Grundskola;2026;1;220860;200588;20272;19500;772;0
Klarebergsskolan F-9;0;Flicka;Grundskola;2026;2;138495;123840;14655;14585;70;0
Klarebergsskolan F-9;0;Pojke;Grundskola;2026;2;181400;160140;21260;20760;500;0
Klarebergsskolan F-9;0;Flicka;Grundskola;2026;3;187815;172561;11954;11408;546;3300
Klarebergsskolan F-9;0;Pojke;Grundskola;2026;3;246045;221578;18467;18085;382;6000
Klarebergsskolan F-9;0;Pojke;Grundskola;2026;4;26335;22005;3430;3130;300;900
Klarebergsskolan F-9;0;Flicka;Grundskola;2026;4;20100;18040;1580;1560;20;480
Klarebergsskolan F-9;1;Pojke;Grundskola;2025;8;118505;106600;8565;8340;225;3340
Klarebergsskolan F-9;1;Flicka;Grundskola;2025;8;97660;91145;3855;3855;0;2660
Klarebergsskolan F-9;1;Flicka;Grundskola;2025;9;205950;191417;9028;8895;133;5505
Klarebergsskolan F-9;1;Pojke;Grundskola;2025;9;248200;231855;8830;8695;135;7515
Klarebergsskolan F-9;1;Flicka;Grundskola;2025;10;185685;174490;7925;7685;240;3270
Klarebergsskolan F-9;1;Pojke;Grundskola;2025;10;223965;209990;9275;9010;265;4700
Klarebergsskolan F-9;1;Pojke;Grundskola;2025;11;247845;232610;11015;10760;255;4220
Klarebergsskolan F-9;1;Flicka;Grundskola;2025;11;205360;186045;16375;15955;420;2940
Klarebergsskolan F-9;1;Flicka;Grundskola;2025;12;146760;125185;11375;11195;180;10200
Klarebergsskolan F-9;1;Pojke;Grundskola;2025;12;177105;149170;14155;12895;1260;13780
Klarebergsskolan F-9;1;Flicka;Grundskola;2026;1;177710;158200;16335;16035;300;3175
Klarebergsskolan F-9;1;Pojke;Grundskola;2026;1;200540;177645;18670;18280;390;4225
Klarebergsskolan F-9;1;Pojke;Grundskola;2026;2;165415;144124;19891;19375;516;1400
Klarebergsskolan F-9;1;Flicka;Grundskola;2026;2;146205;130171;15074;14875;199;960
Klarebergsskolan F-9;1;Flicka;Grundskola;2026;3;198680;168745;21785;21500;285;8150
Klarebergsskolan F-9;1;Pojke;Grundskola;2026;3;224530;198105;16315;15995;320;10110
Klarebergsskolan F-9;1;Pojke;Grundskola;2026;4;23440;19665;2205;2145;60;1570
Klarebergsskolan F-9;1;Flicka;Grundskola;2026;4;20690;17470;1960;1900;60;1260
Klarebergsskolan F-9;2;Flicka;Grundskola;2025;8;94010;83990;9060;8940;120;960
Klarebergsskolan F-9;2;Pojke;Grundskola;2025;8;123155;111428;10527;8510;2017;1200
Klarebergsskolan F-9;2;Flicka;Grundskola;2025;9;200955;189445;10250;10110;140;1260
Klarebergsskolan F-9;2;Pojke;Grundskola;2025;9;263740;248109;13631;12675;956;2000
Klarebergsskolan F-9;2;Pojke;Grundskola;2025;10;238080;224073;11047;10720;327;2960
Klarebergsskolan F-9;2;Flicka;Grundskola;2025;10;180345;171180;7515;7505;10;1650
Klarebergsskolan F-9;2;Flicka;Grundskola;2025;11;200995;195214;5446;5360;86;335
Klarebergsskolan F-9;2;Pojke;Grundskola;2025;11;266590;255946;10324;9895;429;320
Klarebergsskolan F-9;2;Flicka;Grundskola;2025;12;146145;131510;9125;9115;10;5510
Klarebergsskolan F-9;2;Pojke;Grundskola;2025;12;192315;172330;12545;12460;85;7440
Klarebergsskolan F-9;2;Pojke;Grundskola;2026;1;217865;195386;18079;17705;374;4400
Klarebergsskolan F-9;2;Flicka;Grundskola;2026;1;162150;140434;17876;16145;1731;3840
Klarebergsskolan F-9;2;Flicka;Grundskola;2026;2;133755;119615;8500;8205;295;5640
Klarebergsskolan F-9;2;Pojke;Grundskola;2026;2;179595;157482;15093;14850;243;7020
Klarebergsskolan F-9;2;Pojke;Grundskola;2026;3;243980;215280;10655;10585;70;18045
Klarebergsskolan F-9;2;Flicka;Grundskola;2026;3;181935;155505;12000;11820;180;14430
Klarebergsskolan F-9;2;Pojke;Grundskola;2026;4;25350;16730;1220;1160;60;7400
Klarebergsskolan F-9;2;Flicka;Grundskola;2026;4;18455;11455;680;620;60;6320
Klarebergsskolan F-9;3;Pojke;Grundskola;2025;8;120825;110830;6680;6620;60;3315
Klarebergsskolan F-9;3;Flicka;Grundskola;2025;8;108690;100298;5332;5235;97;3060
Klarebergsskolan F-9;3;Flicka;Grundskola;2025;9;230975;224580;4295;4105;190;2100
Klarebergsskolan F-9;3;Pojke;Grundskola;2025;9;256375;245599;8146;7950;196;2630
Klarebergsskolan F-9;3;Flicka;Grundskola;2025;10;210290;202616;6534;6234;300;1140
Klarebergsskolan F-9;3;Pojke;Grundskola;2025;10;233915;214702;18148;17813;335;1065
Klarebergsskolan F-9;3;Flicka;Grundskola;2025;11;230830;216543;12947;12730;217;1340
Klarebergsskolan F-9;3;Pojke;Grundskola;2025;11;256945;243217;12478;11970;508;1250
Klarebergsskolan F-9;3;Pojke;Grundskola;2025;12;184365;166768;11822;11557;265;5775
Klarebergsskolan F-9;3;Flicka;Grundskola;2025;12;165615;146517;13748;13606;142;5350
Klarebergsskolan F-9;3;Pojke;Grundskola;2026;1;207585;184770;22575;21992;583;240
Klarebergsskolan F-9;3;Flicka;Grundskola;2026;1;186745;165580;21105;20665;440;60
Klarebergsskolan F-9;3;Flicka;Grundskola;2026;2;153800;144730;8830;8830;0;240
Klarebergsskolan F-9;3;Pojke;Grundskola;2026;2;171085;152341;18624;18479;145;120
Klarebergsskolan F-9;3;Pojke;Grundskola;2026;3;232900;218326;12059;11945;114;2515
Klarebergsskolan F-9;3;Flicka;Grundskola;2026;3;209520;193922;13048;12917;131;2550
Klarebergsskolan F-9;3;Flicka;Grundskola;2026;4;22015;20990;755;755;0;270
Klarebergsskolan F-9;3;Pojke;Grundskola;2026;4;24730;22935;1480;1460;20;315
Klarebergsskolan F-9;4;Pojke;Grundskola;2025;8;127635;110285;6630;6625;5;10720
Klarebergsskolan F-9;4;Flicka;Grundskola;2025;8;132870;117300;5965;5910;55;9605
Klarebergsskolan F-9;4;Flicka;Grundskola;2025;9;288115;260045;13060;12430;630;15010
Klarebergsskolan F-9;4;Pojke;Grundskola;2025;9;275900;249945;10075;8805;1270;15880
Klarebergsskolan F-9;4;Flicka;Grundskola;2025;10;260245;235260;10290;9765;525;14695
Klarebergsskolan F-9;4;Pojke;Grundskola;2025;10;245200;222631;8034;7075;959;14535
Klarebergsskolan F-9;4;Flicka;Grundskola;2025;11;287200;262868;17222;17070;152;7110
Klarebergsskolan F-9;4;Pojke;Grundskola;2025;11;273205;247108;18532;17780;752;7565
Klarebergsskolan F-9;4;Pojke;Grundskola;2025;12;194970;155510;10370;10065;305;29090
Klarebergsskolan F-9;4;Flicka;Grundskola;2025;12;208050;163710;19195;19135;60;25145
Klarebergsskolan F-9;4;Flicka;Grundskola;2026;1;229830;187321;28899;24089;4810;13610
Klarebergsskolan F-9;4;Pojke;Grundskola;2026;1;219840;182470;20540;19700;840;16830
Klarebergsskolan F-9;4;Pojke;Grundskola;2026;2;181080;149600;10995;10135;860;20485
Klarebergsskolan F-9;4;Flicka;Grundskola;2026;2;189685;147190;21185;18810;2375;21310
Klarebergsskolan F-9;4;Flicka;Grundskola;2026;3;258430;224650;20415;20165;250;13365
Klarebergsskolan F-9;4;Pojke;Grundskola;2026;3;246645;205934;25811;25075;736;14900
Klarebergsskolan F-9;4;Pojke;Grundskola;2026;4;26065;20425;3440;3415;25;2200
Klarebergsskolan F-9;4;Flicka;Grundskola;2026;4;27320;23860;1015;990;25;2445
Klarebergsskolan F-9;5;Pojke;Grundskola;2025;8;145985;137289;6596;5765;831;2100
Klarebergsskolan F-9;5;Flicka;Grundskola;2025;8;118290;105750;10145;8445;1700;2395
Klarebergsskolan F-9;5;Pojke;Grundskola;2025;9;319630;292446;20314;17285;3029;6870
Klarebergsskolan F-9;5;Flicka;Grundskola;2025;9;250645;222674;23151;21735;1416;4820
Klarebergsskolan F-9;5;Pojke;Grundskola;2025;10;289500;264355;13375;10810;2565;11770
Klarebergsskolan F-9;5;Flicka;Grundskola;2025;10;227160;203443;15102;13435;1667;8615
Klarebergsskolan F-9;5;Flicka;Grundskola;2025;11;250695;225226;19994;18960;1034;5475
Klarebergsskolan F-9;5;Pojke;Grundskola;2025;11;320365;290426;22879;20030;2849;7060
Klarebergsskolan F-9;5;Pojke;Grundskola;2025;12;230955;195978;16212;14710;1502;18765
Klarebergsskolan F-9;5;Flicka;Grundskola;2025;12;178800;148246;17059;16700;359;13495
Klarebergsskolan F-9;5;Flicka;Grundskola;2026;1;203520;153165;25305;24040;1265;25050
Klarebergsskolan F-9;5;Pojke;Grundskola;2026;1;262115;203108;23777;21550;2227;35230
Klarebergsskolan F-9;5;Pojke;Grundskola;2026;2;216910;163639;20921;19569;1352;32350
Klarebergsskolan F-9;5;Flicka;Grundskola;2026;2;168090;130486;14719;13700;1019;22885
Klarebergsskolan F-9;5;Pojke;Grundskola;2026;3;291300;231905;15790;13615;2175;43605
Klarebergsskolan F-9;5;Flicka;Grundskola;2026;3;225500;168634;25941;25100;841;30925
Klarebergsskolan F-9;5;Flicka;Grundskola;2026;4;22905;19655;1470;1455;15;1780
Klarebergsskolan F-9;5;Pojke;Grundskola;2026;4;29455;24620;2435;2185;250;2400
Klarebergsskolan F-9;6;Pojke;Grundskola;2025;8;138220;109864;4181;3405;776;24175
Klarebergsskolan F-9;6;Flicka;Grundskola;2025;8;162960;127652;3523;3250;273;31785
Klarebergsskolan F-9;6;Pojke;Grundskola;2025;9;290350;253072;19778;16045;3733;17500
Klarebergsskolan F-9;6;Flicka;Grundskola;2025;9;343255;298202;20928;19890;1038;24125
Klarebergsskolan F-9;6;Flicka;Grundskola;2025;10;314580;273884;18771;17860;911;21925
Klarebergsskolan F-9;6;Pojke;Grundskola;2025;10;267440;240758;9332;6945;2387;17350
Klarebergsskolan F-9;6;Flicka;Grundskola;2025;11;343070;302437;23123;21665;1458;17510
Klarebergsskolan F-9;6;Pojke;Grundskola;2025;11;291290;257555;20255;17677;2578;13480
Klarebergsskolan F-9;6;Flicka;Grundskola;2025;12;243550;179910;20650;20050;600;42990
Klarebergsskolan F-9;6;Pojke;Grundskola;2025;12;206085;155271;18079;17410;669;32735
Klarebergsskolan F-9;6;Flicka;Grundskola;2026;1;269155;192082;25153;24525;628;51920
Klarebergsskolan F-9;6;Pojke;Grundskola;2026;1;229125;169007;17938;16940;998;42180
Klarebergsskolan F-9;6;Flicka;Grundskola;2026;2;224385;156602;18388;17370;1018;49395
Klarebergsskolan F-9;6;Pojke;Grundskola;2026;2;189920;135199;15616;14320;1296;39105
Klarebergsskolan F-9;6;Pojke;Grundskola;2026;3;257845;181391;20004;17855;2149;56450
Klarebergsskolan F-9;6;Flicka;Grundskola;2026;3;303370;207880;20425;18755;1670;75065
Klarebergsskolan F-9;6;Flicka;Grundskola;2026;4;33520;20158;2017;1980;37;11345
Klarebergsskolan F-9;6;Pojke;Grundskola;2026;4;29185;17908;2282;2195;87;8995
Klarebergsskolan F-9;7;Pojke;Grundskola;2025;8;112110;89787;7258;6295;963;15065
Klarebergsskolan F-9;7;Flicka;Grundskola;2025;8;147355;116508;10212;9855;357;20635
Klarebergsskolan F-9;7;Flicka;Grundskola;2025;9;385840;327300;27420;26130;1290;31120
Klarebergsskolan F-9;7;Pojke;Grundskola;2025;9;289490;248801;18299;16500;1799;22390
Klarebergsskolan F-9;7;Pojke;Grundskola;2025;10;266390;232027;13948;13235;713;20415
Klarebergsskolan F-9;7;Flicka;Grundskola;2025;10;355460;299288;28627;27700;927;27545
Klarebergsskolan F-9;7;Pojke;Grundskola;2025;11;289050;256268;16847;14935;1912;15935
Klarebergsskolan F-9;7;Flicka;Grundskola;2025;11;391175;338593;30552;29655;897;22030
Klarebergsskolan F-9;7;Pojke;Grundskola;2025;12;192845;161475;16980;15805;1175;14390
Klarebergsskolan F-9;7;Flicka;Grundskola;2025;12;256475;217516;17549;16590;959;21410
Klarebergsskolan F-9;7;Pojke;Grundskola;2026;1;232945;191709;16976;14385;2591;24260
Klarebergsskolan F-9;7;Flicka;Grundskola;2026;1;309605;239452;38478;37345;1133;31675
Klarebergsskolan F-9;7;Pojke;Grundskola;2026;2;185180;146201;17884;15275;2609;21095
Klarebergsskolan F-9;7;Flicka;Grundskola;2026;2;246145;190300;25270;23825;1445;30575
Klarebergsskolan F-9;7;Pojke;Grundskola;2026;3;261130;215993;19372;16550;2822;25765
Klarebergsskolan F-9;7;Flicka;Grundskola;2026;3;347460;279023;35732;34270;1462;32705
Klarebergsskolan F-9;7;Flicka;Grundskola;2026;4;38680;30014;4826;4195;631;3840
Klarebergsskolan F-9;7;Pojke;Grundskola;2026;4;29215;21229;5331;5205;126;2655
Klarebergsskolan F-9;8;Pojke;Grundskola;2025;8;129295;98988;7267;6320;947;23040
Klarebergsskolan F-9;8;Flicka;Grundskola;2025;8;125635;90593;13667;12900;767;21375
Klarebergsskolan F-9;8;Flicka;Grundskola;2025;9;316145;238956;22599;20335;2264;54590
Klarebergsskolan F-9;8;Pojke;Grundskola;2025;9;324975;244367;22618;19855;2763;57990
Klarebergsskolan F-9;8;Pojke;Grundskola;2025;10;299405;233886;20624;18300;2324;44895
Klarebergsskolan F-9;8;Flicka;Grundskola;2025;10;289315;235195;12750;12025;725;41370
Klarebergsskolan F-9;8;Pojke;Grundskola;2025;11;335775;274281;33344;27565;5779;28150
Klarebergsskolan F-9;8;Flicka;Grundskola;2025;11;323130;277846;21429;20365;1064;23855
Klarebergsskolan F-9;8;Flicka;Grundskola;2025;12;215605;165368;24127;22735;1392;26110
Klarebergsskolan F-9;8;Pojke;Grundskola;2025;12;224230;165715;28555;22795;5760;29960
Klarebergsskolan F-9;8;Pojke;Grundskola;2026;1;274590;193641;44394;39515;4879;36555
Klarebergsskolan F-9;8;Flicka;Grundskola;2026;1;256525;180471;44099;41940;2159;31955
Klarebergsskolan F-9;8;Flicka;Grundskola;2026;2;207780;160701;21094;19245;1849;25985
Klarebergsskolan F-9;8;Pojke;Grundskola;2026;2;222935;164177;29628;24895;4733;29130
Klarebergsskolan F-9;8;Flicka;Grundskola;2026;3;281280;220271;26909;23830;3079;34100
Klarebergsskolan F-9;8;Pojke;Grundskola;2026;3;302835;236382;26643;20168;6475;39810
Klarebergsskolan F-9;8;Flicka;Grundskola;2026;4;32685;21240;2825;2715;110;8620
Klarebergsskolan F-9;8;Pojke;Grundskola;2026;4;36530;22649;4521;3354;1167;9360
Klarebergsskolan F-9;9;Pojke;Grundskola;2025;8;143270;120280;8485;6725;1760;14505
Klarebergsskolan F-9;9;Flicka;Grundskola;2025;8;132435;100796;17924;14590;3334;13715
Klarebergsskolan F-9;9;Flicka;Grundskola;2025;9;249460;189357;22523;15115;7408;37580
Klarebergsskolan F-9;9;Pojke;Grundskola;2025;9;272790;214785;21035;17371;3664;36970
Klarebergsskolan F-9;9;Pojke;Grundskola;2025;10;332990;277778;24397;18925;5472;30815
Klarebergsskolan F-9;9;Flicka;Grundskola;2025;10;303440;240666;33084;21975;11109;29690
Klarebergsskolan F-9;9;Flicka;Grundskola;2025;11;332770;272341;41819;25540;16279;18610
Klarebergsskolan F-9;9;Pojke;Grundskola;2025;11;363950;311065;31345;25940;5405;21540
Klarebergsskolan F-9;9;Pojke;Grundskola;2025;12;244470;194904;29921;25890;4031;19645
Klarebergsskolan F-9;9;Flicka;Grundskola;2025;12;219810;162589;38141;26505;11636;19080
Klarebergsskolan F-9;9;Pojke;Grundskola;2026;1;295580;232586;36224;30135;6089;26770
Klarebergsskolan F-9;9;Flicka;Grundskola;2026;1;263085;192068;44967;36970;7997;26050
Klarebergsskolan F-9;9;Pojke;Grundskola;2026;2;236530;178850;21340;17650;3690;36340
Klarebergsskolan F-9;9;Flicka;Grundskola;2026;2;210085;142378;34692;23775;10917;33015
Klarebergsskolan F-9;9;Flicka;Grundskola;2026;3;283760;220002;41928;26269;15659;21830
Klarebergsskolan F-9;9;Pojke;Grundskola;2026;3;319595;269750;26420;17348;9072;23425
Klarebergsskolan F-9;9;Flicka;Grundskola;2026;4;32735;21550;7765;5700;2065;3420
Klarebergsskolan F-9;9;Pojke;Grundskola;2026;4;36740;32000;2425;1400;1025;2315
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2025;8;88740;76225;5795;5105;690;6720
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2025;8;68870;61765;2905;2155;750;4200
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2025;9;143665;123810;9075;9075;0;10780
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2025;9;191925;162485;12660;8275;4385;16780
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2025;10;172705;151880;10745;6865;3880;10080
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2025;10;129350;114480;8570;8570;0;6300
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2025;11;185820;166540;10000;7065;2935;9280
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2025;11;147855;128920;12910;10520;2390;6025
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2025;12;105105;92720;8685;8575;110;3700
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2025;12;133050;117400;9810;9810;0;5840
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2026;1;150790;139320;10190;10130;60;1280
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2026;1;121295;110265;10170;10170;0;860
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2026;2;101190;84755;12235;12235;0;4200
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2026;2;124180;106680;10780;10425;355;6720
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2026;3;168530;130260;12130;12070;60;26140
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2026;3;137385;105155;10405;10405;0;21825
Kungsladugårdsskolan F-6;0;Pojke;Grundskola;2026;4;17740;12290;2090;2090;0;3360
Kungsladugårdsskolan F-6;0;Flicka;Grundskola;2026;4;14430;11330;1000;1000;0;2100
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2025;8;2230;2230;0;0;0;0
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2025;8;72260;59890;5570;3560;2010;6800
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2025;8;90280;75960;6160;6065;95;8160
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2025;9;7275;6295;230;230;0;750
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2025;9;184350;156085;12545;12475;70;15720
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2025;9;150955;129785;8070;7405;665;13100
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2025;10;133610;111670;4920;4920;0;17020
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2025;10;167610;138330;8460;8460;0;20820
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2025;10;8315;6275;1050;1050;0;990
Kungsladugårdsskolan F-6;1;Flicka;Anpassad grundskola;2025;11;4595;3080;990;825;165;525
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2025;11;189385;156280;10665;10605;60;22440
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2025;11;147980;120840;8920;8860;60;18220
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2025;11;9205;5795;820;820;0;2590
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2025;12;134985;97475;16015;15930;85;21495
Kungsladugårdsskolan F-6;1;Flicka;Anpassad grundskola;2025;12;3285;2620;165;165;0;500
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2025;12;6570;3910;465;465;0;2195
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2025;12;105405;79560;8305;8305;0;17540
Kungsladugårdsskolan F-6;1;Flicka;Grundskola;2026;1;119355;83100;13055;13055;0;23200
Kungsladugårdsskolan F-6;1;Pojke;Grundskola;2026;1;152990;116350;8665;8475;190;27975
Kungsladugårdsskolan F-6;1;Flicka;Anpassad grundskola;2026;1;3725;2565;435;435;0;725
Kungsladugårdsskolan F-6;1;Pojke;Anpassad grundskola;2026;1;7440;5130;695;695;0;1615
